     0.080     0.080       0.18581601977
     0.120     0.080       0.19358988106
     0.160     0.080       0.18563045561
     0.200     0.080       0.17860442400
     0.240     0.080       0.17798633873
     0.280     0.080       0.18163898587
     0.320     0.080       0.18422925472
     0.360     0.080       0.18581837416
     0.400     0.080       0.18733485043
     0.440     0.080       0.18671052158
     0.480     0.080       0.18389180303
     0.520     0.080       0.18070389330
     0.560     0.080       0.18006871641
     0.600     0.080       0.18267565966
     0.640     0.080       0.18669363856
     0.680     0.080       0.18937224150
     0.720     0.080       0.18790490925
     0.760     0.080       0.18455946445
     0.800     0.080       0.18147334456
     0.840     0.080       0.18079556525
     0.880     0.080       0.18218600750
     0.920     0.080       0.18552981317
     0.960     0.080       0.18962019682
     1.000     0.080       0.19145081937
     1.040     0.080       0.18887038529
     1.080     0.080       0.18371534348
     1.120     0.080       0.17901897430
     1.160     0.080       0.17705069482
     1.200     0.080       0.18091948330
     1.240     0.080       0.18707659841
     1.280     0.080       0.18789987266
     1.320     0.080       0.18389050663
     1.360     0.080       0.18353037536
     1.400     0.080       0.18671916425
     1.440     0.080       0.18088279665
     1.480     0.080       0.16943320632
     1.520     0.080       0.16971704364
     1.560     0.080       0.17879207432
     1.600     0.080       0.17574135959
     0.080     0.120       0.19296362996
     0.120     0.120       0.21362328529
     0.160     0.120       0.21731750667
     0.200     0.120       0.21492047608
     0.240     0.120       0.21759967506
     0.280     0.120       0.22212114930
     0.320     0.120       0.21767340600
     0.360     0.120       0.20864082873
     0.400     0.120       0.20511721075
     0.440     0.120       0.20921997726
     0.480     0.120       0.21486552060
     0.520     0.120       0.21701407433
     0.560     0.120       0.21536457539
     0.600     0.120       0.21388681233
     0.640     0.120       0.21230515838
     0.680     0.120       0.21129401028
     0.720     0.120       0.21141505241
     0.760     0.120       0.21432605386
     0.800     0.120       0.21843861043
     0.840     0.120       0.22077198327
     0.880     0.120       0.21915009618
     0.920     0.120       0.21419055760
     0.960     0.120       0.20995602012
     1.000     0.120       0.20921525359
     1.040     0.120       0.21269303560
     1.080     0.120       0.21663692594
     1.120     0.120       0.22057622671
     1.160     0.120       0.22470244765
     1.200     0.120       0.22409923375
     1.240     0.120       0.21484735608
     1.280     0.120       0.20058742166
     1.320     0.120       0.19795946777
     1.360     0.120       0.21573500335
     1.400     0.120       0.23498454690
     1.440     0.120       0.22622400522
     1.480     0.120       0.20239852369
     1.520     0.120       0.19933289289
     1.560     0.120       0.20907537639
     1.600     0.120       0.20119740069
     0.080     0.160       0.18526394665
     0.120     0.160       0.21686343849
     0.160     0.160       0.22277925909
     0.200     0.160       0.21220888197
     0.240     0.160       0.21261937916
     0.280     0.160       0.22245906293
     0.320     0.160       0.21876823902
     0.360     0.160       0.20466598868
     0.400     0.160       0.20016054809
     0.440     0.160       0.20919765532
     0.480     0.160       0.21892176569
     0.520     0.160       0.22128804028
     0.560     0.160       0.21840474010
     0.600     0.160       0.21504795551
     0.640     0.160       0.21091789007
     0.680     0.160       0.20742860436
     0.720     0.160       0.20863208175
     0.760     0.160       0.21371799707
     0.800     0.160       0.21938639879
     0.840     0.160       0.22177584469
     0.880     0.160       0.21910445392
     0.920     0.160       0.21168427169
     0.960     0.160       0.20298434794
     1.000     0.160       0.20135411620
     1.040     0.160       0.20875628293
     1.080     0.160       0.21415241063
     1.120     0.160       0.21640042961
     1.160     0.160       0.22424350679
     1.200     0.160       0.23002231121
     1.240     0.160       0.21671393514
     1.280     0.160       0.19240593910
     1.320     0.160       0.19056181610
     1.360     0.160       0.22085952759
     1.400     0.160       0.24437846243
     1.440     0.160       0.22315332294
     1.480     0.160       0.19100676477
     1.520     0.160       0.19709697366
     1.560     0.160       0.21430023015
     1.600     0.160       0.20343203843
     0.080     0.200       0.17778806388
     0.120     0.200       0.21299034357
     0.160     0.200       0.21037784219
     0.200     0.200       0.17977109551
     0.240     0.200       0.17358523607
     0.280     0.200       0.19177335501
     0.320     0.200       0.19647698104
     0.360     0.200       0.18679749966
     0.400     0.200       0.18485921621
     0.440     0.200       0.19462111592
     0.480     0.200       0.19988857210
     0.520     0.200       0.19438862801
     0.560     0.200       0.19009552896
     0.600     0.200       0.19268967211
     0.640     0.200       0.19403991103
     0.680     0.200       0.19123496115
     0.720     0.200       0.19000075758
     0.760     0.200       0.19023075700
     0.800     0.200       0.18856097758
